| 참고문헌 | 상태 | HTTP | GitHub 미러 | URL |
| ref-800 | 정책 차단 | - | - | https://aclanthology.org/2012.amta-wptp.2/ |
| ref-801 | 정책 차단 | - | - | https://aclanthology.org/2020.eamt-1.44.pdf |
| ref-802 | 정책 차단 | - | - | https://www.cs.umd.edu/~golbeck/INST631/KSM.pdf |
| ref-803 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S2590123026038491 |
| ref-804 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002801297 |
| ref-805 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/13467581.2020.1806071 |
| ref-806 | 정책 차단 | - | - | https://www.researchgate.net/publication/381549957_Time-Benefit_Analysis_of_Semiautomatic_3D_Laser_Scanning_for_BIM-_based_Facility_Management |
| ref-807 | 정책 차단 | - | - | https://www.cochrane.org/authors/handbooks-and-manuals/handbook/current/chapter-14 |
| ref-808 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1145/1414004.1414034 |
| ref-809 | 정책 차단 | - | - | https://esto.nasa.gov/files/trl_definitions.pdf |
| ref-810 | 정책 차단 | - | - | https://www.law.go.kr/LSW/admRulLsInfoP.do?admRulSeq=2000000018891 |
  - ref-001: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-002: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-003: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/gs1/EPCIS/master/README.md
  - ref-004: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/rmf-core.md
  - ref-005: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-006: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-007: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-008: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/usnistgov/ARIAC_docs/main/docs/index.rst
  - ref-009: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/ros2/design/gh-pages/articles/180_ros2_dds_security.md
  - ref-010: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/ros2/design/gh-pages/articles/183_ros2_threat_model.md
  - ref-011: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-012: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-013: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-014: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/gs1/EPCIS/master/Ontology/CBV.ttl
  - ref-015: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-016: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-017: HEAD HTTP 403 네트워크 정책 거부(host_not_allowed)
  - ref-018: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-019: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-020: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-021: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-022: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/VDA5050/VDA5050/2.0.0/VDA5050_EN_V1.md
  - ref-023: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/integration_workcells.md
  - ref-024: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-025: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-026: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-IEEE1872-2/main/AuR_IEEE1872-2.ttl
  - ref-027: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/knowrob/knowrob/dev/README.md
  - ref-028: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/ease-crc/soma/master/README.md
  - ref-029: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-030: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/w3c/sdw/gh-pages/ssn/index.html
  - ref-031: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/VDA5050/VDA5050/main/VDA5050_EN.md
  - ref-032: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/VDA5050/VDA5050/3.0.0/VDA5050_EN.md
  - ref-033: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/MassRobotics-AMR/AMR_Interop_Standard/main/README.md
  - ref-034: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/OPCFoundation/UA-Nodeset/latest/Robotics/Opc.Ua.Robotics.NodeSet2.xml
  - ref-035: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-036: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-037: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-038: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-039: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/task_types.md
  - ref-040: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/integration_fleets_action_tutorial.md
  - ref-041: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-042: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-043: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-044: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/gs1/EPCIS/master/Ontology/CBV.ttl
  - ref-045: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/gs1/EPCIS/master/Ontology/EPCIS.ttl
  - ref-046: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-047: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_internal_msgs/main/rmf_dispenser_msgs/msg/DispenserRequest.msg
  - ref-048: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_internal_msgs/main/rmf_dispenser_msgs/msg/DispenserRequestItem.msg
  - ref-049: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_internal_msgs/main/rmf_ingestor_msgs/msg/IngestorResult.msg
  - ref-050: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-051: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/VDA5050/VDA5050/main/json_schemas/state.schema
  - ref-052: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/VDA5050/VDA5050/main/README.md
  - ref-053: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-054: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-055: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-056: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-057: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-058: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-059: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-060: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-061: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-062: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-063: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-064: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-065: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-066: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-067: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-068: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-069: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-070: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-071: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-072: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-073: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-074: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-075: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-076: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-077: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-078: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-079: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/traffic-editor.md
  - ref-080: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/integration_nav-maps.md
  - ref-081: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-082: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-083: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-084: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-085: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-086: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-087: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/google-research/google-research/master/saycan/README.md
  - ref-088: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-089: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-090: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-091: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-092: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-093: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-094: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-095: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/google-research/google-research/master/code_as_policies/README.md
  - ref-096: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-097: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-098: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-099: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-100: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-101: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-102: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-103: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-104: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-105: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/fleet_adapter_template/main/fleet_adapter_template/config.yaml
  - ref-106: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-107: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-108: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-109: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-110: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/task_new.md
  - ref-111: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/task_state.json
  - ref-112: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-113: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-114: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-115: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-116: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-117: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/MESAInternational/B2MML-BatchML/master/Schema/B2MML-Common.xsd
  - ref-118: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/MESAInternational/B2MML-BatchML/master/Schema/B2MML-OperationsDefinition.xsd
  - ref-119: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-120: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-121: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-122: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-123: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-124: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-125: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/task_request.json
  - ref-126: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/cancel_task_request.json
  - ref-127: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/interrupt_task_request.json
  - ref-128: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/rewind_task_request.json
  - ref-129: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/MESAInternational/B2MML-BatchML/master/Schema/B2MML-TransactionProfile.xsd
  - ref-130: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-131: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-132: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-133: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-134: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-135: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-136: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-137: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-138: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-139: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-140: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-141: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-142: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-143: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-144: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-145: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-146: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-147: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-148: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/robot_state.json
  - ref-149: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-150: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-151: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-152: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-153: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden) / 미러 열림: https://raw.githubusercontent.com/osrf/ros2multirobotbook/master/src/integration_fleets_adapter_tutorial.md
  - ref-154: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/open-rmf/rmf_api_msgs/main/rmf_api_msgs/schemas/location_2D.json
  - ref-155: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-156: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/buildingSMART/IFC4.3.x-development/ifc4.3-main/docs/schemas/core/IfcProductExtension/Entities/IfcSpace.md
  - ref-157: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-158: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-159: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-160: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-161: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-162: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-163: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-164: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-165: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-166: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-167: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-168: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-169: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-170: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-171: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-172: GET HTTP 403
  - ref-173: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-174: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-175: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-176: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-177: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-178: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-179: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-180: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-181: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-182: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-183: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-184: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-185: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-186: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-187: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-188: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-189: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-190: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-191: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-192: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-193: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-194: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-195: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-196: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-197: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-198: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-199: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-200: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-201: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-202: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-203: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-204: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-205: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-206: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-207: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-208: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-209: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-210: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-211: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-212: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/continua-systems/vdma-lif/main/schema/lif-schema.json
  - ref-213: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/buildingSMART/IFC4.3.x-development/ifc4.3-main/docs/schemas/core/IfcProductExtension/Entities/IfcTransportElement.md
  - ref-214: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/buildingSMART/IFC4.3.x-development/ifc4.3-main/docs/schemas/domain/IfcElectricalDomain/Types/IfcOutletTypeEnum.md
  - ref-215: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/buildingSMART/IFC4.3.x-development/ifc4.3-main/docs/schemas/domain/IfcElectricalDomain/Types/IfcElectricApplianceTypeEnum.md
  - ref-216: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/ros-navigation/navigation2/main/nav2_docking/README.md
  - ref-217: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-218: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-219: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-220: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-221: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-222: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-223: HEAD HTTP 403 네트워크 정책 거부(host_not_allowed)
  - ref-224: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-225: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-226: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-227: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-228: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/VDA5050/VDA5050/main/json_schemas/factsheet.schema
  - ref-229: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/admin-shell-io/submodel-templates/main/published/Capability%20Description/1/0/README.md
  - ref-230: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/MassRobotics-AMR/AMR_Interop_Standard/main/AMR_Interop_Standard.json
  - ref-231: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-232: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-233: GET HTTP 403 네트워크 정책 거부(not enabled for this session)
  - ref-234: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/admin-shell-io/submodel-templates/main/published/Technical%20Data%20for%20Automated%20Guided%20Vehicles/1/0/README.md
  - ref-235: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/w3c/sdw/gh-pages/ssn/integrated/ssn-system.ttl
  - ref-236: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-237: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-238: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-239: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-240: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-241: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-242: HEAD 프록시 CONNECT 거부(Tunnel connection failed: 403 Forbidden)
  - ref-243: GET HTTP 403 네트워크 정책 거부(not enabled for this session) / 미러 열림: https://raw.githubusercontent.com/admin-shell-io/submodel-templates/main/published/Capability%20Description/1/0/IDTA%2002020_Template_Capability_Description.json
